item_code,sequence,propriete,valeur,unite,is_major,famille,sous_famille
142822471,4,MAT,,,0,ME,ME-JO
142822471,5,USG,,,0,ME,ME-JO
142822474,1,TYPE,,,0,ME,ME-RO
142822474,2,DIAI,,Millimeter,1,ME,ME-RO
142822474,3,SR,,,0,ME,ME-RO
142822474,4,DIAE,,Millimeter,0,ME,ME-RO
142822474,5,EPJ,,,0,ME,ME-RO
142822475,1,TYPE,,,0,ME,ME-RO
142822475,2,DIAI,,Millimeter,1,ME,ME-RO
142822475,3,SR,,,0,ME,ME-RO
142822475,4,DIAE,,Millimeter,0,ME,ME-RO
142822475,5,EPJ,,,0,ME,ME-RO
142822482,1,TYPE,,,0,ME,ME-RO
142822482,2,DIAI,,Millimeter,1,ME,ME-RO
142822482,3,SR,,,0,ME,ME-RO
142822482,4,DIAE,,Millimeter,0,ME,ME-RO
142822482,5,EPJ,,,0,ME,ME-RO
142822486,1,TYPE,,,0,HY,HY-FI
142822486,2,SEU,,Micrometer,1,HY,HY-FI
142822486,3,RAC,,,0,HY,HY-FI
142822486,4,DEB,,,0,HY,HY-FI
142822486,5,FAB,,,0,HY,HY-FI
142822487,1,TFM,,,1,EE,EE-CA
142822487,2,REF,,,0,EE,EE-CA
142822487,3,CONS,,,0,EE,EE-CA
142822487,4,ALIM,,,0,EE,EE-CA
142822487,5,VER,,,0,EE,EE-CA
142822489,1,TYPE,,,0,ME,ME-JO
142822489,2,DIA,,Millimeter,1,ME,ME-JO
142822489,3,DIM,,Millimeter,0,ME,ME-JO
142822489,4,MAT,,,0,ME,ME-JO
142822489,5,USG,,,0,ME,ME-JO
142822510,1,PRC,,,1,CS,CS-SC
142822510,2,DIA,,Millimeter,0,CS,CS-SC
142822510,3,NUA,,,0,CS,CS-SC
142822510,4,TYPE,,,0,CS,CS-SC
142822510,5,CND,,,0,CS,CS-SC
142822511,1,FON,,,0,PN,PN-EV
142822511,2,DDR,,,1,PN,PN-EV
142822511,3,FIL,,,0,PN,PN-EV
142822511,4,TNC,,,0,PN,PN-EV
142822511,5,TYPE,,,0,PN,PN-EV
142822514,1,PRC,,,1,CS,CS-SC
142822514,2,DIA,,Millimeter,0,CS,CS-SC
142822514,3,NUA,,,0,CS,CS-SC
142822514,4,TYPE,,,0,CS,CS-SC
142822514,5,CND,,,0,CS,CS-SC
142822516,1,TYPE,,,1,CS,CS-GC
142822516,2,GRA,,,0,CS,CS-GC
142822516,3,CND,,,0,CS,CS-GC
142822516,4,APP,,,0,CS,CS-GC
142822516,5,FAB,,,0,CS,CS-GC
142822517,1,TYPE,,,0,ME,ME-RO
142822517,2,DIAI,,Millimeter,1,ME,ME-RO
142822517,3,SR,,,0,ME,ME-RO
142822517,4,DIAE,,Millimeter,0,ME,ME-RO
142822517,5,EPJ,,,0,ME,ME-RO
142822518,1,TYPE,,,1,CS,CS-GC
142822518,2,GRA,,,0,CS,CS-GC
142822518,3,CND,,,0,CS,CS-GC
142822518,4,APP,,,0,CS,CS-GC
142822518,5,FAB,,,0,CS,CS-GC
142822519,1,TYPE,,,1,CS,CS-GC
142822519,2,GRA,,,0,CS,CS-GC
142822519,3,CND,,,0,CS,CS-GC
142822519,4,APP,,,0,CS,CS-GC
142822519,5,FAB,,,0,CS,CS-GC
142822520,1,TCP,,,0,EE,EE-CP
142822520,2,SIG,,,1,EE,EE-CP
142822520,3,RAC,,,0,EE,EE-CP
142822520,4,ALIM,,,0,EE,EE-CP
142822520,5,PLG,,,0,EE,EE-CP
142822521,1,TCP,,,0,EE,EE-CP
142822521,2,SIG,,,1,EE,EE-CP
142822521,3,RAC,,,0,EE,EE-CP
142822521,4,ALIM,,,0,EE,EE-CP
142822521,5,PLG,,,0,EE,EE-CP
142822523,1,TCP,,,0,EE,EE-CP
142822523,2,SIG,,,1,EE,EE-CP
142822523,3,RAC,,,0,EE,EE-CP
142822523,4,ALIM,,,0,EE,EE-CP
142822523,5,PLG,,,0,EE,EE-CP
142822525,1,TCP,,,0,EE,EE-CP
142822525,2,SIG,,,1,EE,EE-CP
142822525,3,RAC,,,0,EE,EE-CP
142822525,4,ALIM,,,0,EE,EE-CP
142822525,5,PLG,,,0,EE,EE-CP
142822526,1,TCP,,,0,EE,EE-CP
142822526,2,SIG,,,1,EE,EE-CP
142822526,3,RAC,,,0,EE,EE-CP
142822526,4,ALIM,,,0,EE,EE-CP
142822526,5,PLG,,,0,EE,EE-CP
14282256,1,TYPE,,,0,ME,ME-EN
14282256,2,NDR,,,1,ME,ME-EN
14282256,3,MODU,,,0,ME,ME-EN
14282256,4,DIM,,Millimeter,0,ME,ME-EN
14282256,5,MAT,,,0,ME,ME-EN
14282257,1,TYPE,,,0,ME,ME-EN
14282257,2,NDR,,,1,ME,ME-EN
14282257,3,MODU,,,0,ME,ME-EN
14282257,4,DIM,,Millimeter,0,ME,ME-EN
14282257,5,MAT,,,0,ME,ME-EN
14282270,1,TCP,,,0,EE,EE-CP
14282270,2,SIG,,,1,EE,EE-CP
14282270,3,RAC,,,0,EE,EE-CP
14282270,4,ALIM,,,0,EE,EE-CP
14282270,5,PLG,,,0,EE,EE-CP
14282271,1,TS,,,0,IN,IN-TE
14282271,2,PMEAS,,Celsius,1,IN,IN-TE
14282271,3,LON,,Millimeter,0,IN,IN-TE
14282271,4,DGT,,Millimeter,0,IN,IN-TE
14282271,5,RAC,,,0,IN,IN-TE
14282272,1,FON,,,0,PN,PN-EV
14282272,2,DDR,,,1,PN,PN-EV
14282272,3,FIL,,,0,PN,PN-EV
14282272,4,TNC,,,0,PN,PN-EV
14282272,5,TYPE,,,0,PN,PN-EV
14282273,1,TFM,,,1,EE,EE-CA
14282273,2,REF,,,0,EE,EE-CA
14282273,3,CONS,,,0,EE,EE-CA
14282273,4,ALIM,,,0,EE,EE-CA
14282273,5,VER,,,0,EE,EE-CA
14282274,1,TFM,,,1,EE,EE-CA
14282274,2,REF,,,0,EE,EE-CA
14282274,3,CONS,,,0,EE,EE-CA
14282274,4,ALIM,,,0,EE,EE-CA
14282274,5,VER,,,0,EE,EE-CA
14282275,1,TFM,,,1,EE,EE-CA
14282275,2,REF,,,0,EE,EE-CA
14282275,3,CONS,,,0,EE,EE-CA
14282275,4,ALIM,,,0,EE,EE-CA
14282275,5,VER,,,0,EE,EE-CA
14282276,1,TFM,,,1,EE,EE-CA
14282276,2,REF,,,0,EE,EE-CA
14282276,3,CONS,,,0,EE,EE-CA
14282276,4,ALIM,,,0,EE,EE-CA
14282276,5,VER,,,0,EE,EE-CA
14282277,1,TFM,,,1,EE,EE-CA
14282277,2,REF,,,0,EE,EE-CA
14282277,3,CONS,,,0,EE,EE-CA
14282277,4,ALIM,,,0,EE,EE-CA
14282277,5,VER,,,0,EE,EE-CA
14282278,1,TFM,,,1,EE,EE-CA
14282278,2,REF,,,0,EE,EE-CA
14282278,3,CONS,,,0,EE,EE-CA
14282278,4,ALIM,,,0,EE,EE-CA
14282278,5,VER,,,0,EE,EE-CA
14282279,1,TFM,,,1,EE,EE-CA
14282279,2,REF,,,0,EE,EE-CA
14282279,3,CONS,,,0,EE,EE-CA
14282279,4,ALIM,,,0,EE,EE-CA
14282279,5,VER,,,0,EE,EE-CA
14282280,1,TFM,,,1,EE,EE-CA
14282280,2,REF,,,0,EE,EE-CA
14282280,3,CONS,,,0,EE,EE-CA
14282280,4,ALIM,,,0,EE,EE-CA
14282280,5,VER,,,0,EE,EE-CA
14282282,1,TYPE,,,0,EL,EL-RE
14282282,2,TDCB,,,1,EL,EL-RE
14282282,3,CRT,,AMP,0,EL,EL-RE
14282282,4,NBC,,Nos,0,EL,EL-RE
14282282,5,FAB,,,0,EL,EL-RE
14282283,1,TS,,,0,IN,IN-TE
14282283,2,PMEAS,,Celsius,1,IN,IN-TE
14282283,3,LON,,Millimeter,0,IN,IN-TE
14282283,4,DGT,,Millimeter,0,IN,IN-TE
14282283,5,RAC,,,0,IN,IN-TE
142823007,1,TDC,,,0,EL,EL-MO
142823007,2,PUI,,Kilowatt,1,EL,EL-MO
142823007,3,VIT,,,0,EL,EL-MO
142823007,4,FIX,,,0,EL,EL-MO
142823007,5,TEN,,,0,EL,EL-MO
142823008,1,TDC,,,0,EL,EL-MO
142823008,2,PUI,,Kilowatt,1,EL,EL-MO
142823008,3,VIT,,,0,EL,EL-MO
142823008,4,FIX,,,0,EL,EL-MO
142823008,5,TEN,,,0,EL,EL-MO
142823013,1,TYPE,,,0,EL,EL-CO
142823013,2,ICM,,AMP,1,EL,EL-CO
142823013,3,TNB,,,0,EL,EL-CO
142823013,4,NBC,,Nos,0,EL,EL-CO
142823013,5,FAB,,,0,EL,EL-CO
142823030,1,FTT,,,1,ME,ME-VI
142823030,2,DIA,,Millimeter,0,ME,ME-VI
142823030,3,LON,,Millimeter,0,ME,ME-VI
142823030,4,MAT,,,0,ME,ME-VI
142823030,5,FIL,,,0,ME,ME-VI
142823044,1,TPR,,,0,ME,ME-CO
142823044,2,LPR,,Millimeter,1,ME,ME-CO
142823044,3,LEP,,Millimeter,0,ME,ME-CO
142823044,4,PDE,,,0,ME,ME-CO
142823044,5,MAT,,,0,ME,ME-CO
142823051,1,TYPE,,,0,PN,PN-CO
142823051,2,PMD,,,1,PN,PN-CO
142823051,3,CCU,,L,0,PN,PN-CO
142823051,4,PRE,,Bar,0,PN,PN-CO
142823051,5,FAB,,,0,PN,PN-CO
142823070,1,TYPE,,,0,SE,SE-EC
142823070,2,PEN,,Watt,1,SE,SE-EC
142823070,3,TEN,,,0,SE,SE-EC
142823070,4,FOR,,,0,SE,SE-EC
142823070,5,FAB,,,0,SE,SE-EC
142823079,1,TFM,,,1,EE,EE-CA
142823079,2,REF,,,0,EE,EE-CA
142823079,3,CONS,,,0,EE,EE-CA
142823079,4,ALIM,,,0,EE,EE-CA
142823079,5,VER,,,0,EE,EE-CA
142823092,1,TYPE,,,0,ME,ME-EN
142823092,2,NDR,,,1,ME,ME-EN
142823092,3,MODU,,,0,ME,ME-EN
142823092,4,DIM,,Millimeter,0,ME,ME-EN
142823092,5,MAT,,,0,ME,ME-EN
142823102,1,TYPE,,,0,ME,ME-EN
142823102,2,NDR,,,1,ME,ME-EN
142823102,3,MODU,,,0,ME,ME-EN
142823102,4,DIM,,Millimeter,0,ME,ME-EN
142823102,5,MAT,,,0,ME,ME-EN
142823110,1,TYPE,,,0,HY,HY-VE
142823110,2,DAP,,Millimeter,1,HY,HY-VE
142823110,3,DGT,,Millimeter,0,HY,HY-VE
142823110,4,COU,,Millimeter,0,HY,HY-VE
142823110,5,PRE,,Bar,0,HY,HY-VE
1428231100,1,TYPE,,,0,ME,ME-JO
1428231100,2,DIA,,Millimeter,1,ME,ME-JO
1428231100,3,DIM,,Millimeter,0,ME,ME-JO
1428231100,4,MAT,,,0,ME,ME-JO
1428231100,5,USG,,,0,ME,ME-JO
1428231101,1,TYPE,,,0,ME,ME-JO
1428231101,2,DIA,,Millimeter,1,ME,ME-JO
1428231101,3,DIM,,Millimeter,0,ME,ME-JO
1428231101,4,MAT,,,0,ME,ME-JO
1428231101,5,USG,,,0,ME,ME-JO
142823111,1,TYPE,,,0,HY,HY-VE
142823111,2,DAP,,Millimeter,1,HY,HY-VE
142823111,3,DGT,,Millimeter,0,HY,HY-VE
142823111,4,COU,,Millimeter,0,HY,HY-VE
142823111,5,PRE,,Bar,0,HY,HY-VE
142823115,1,TS,,,0,IN,IN-TE
142823115,2,PMEAS,,Celsius,1,IN,IN-TE
142823115,3,LON,,Millimeter,0,IN,IN-TE
142823115,4,DGT,,Millimeter,0,IN,IN-TE
142823115,5,RAC,,,0,IN,IN-TE
142823120,1,TYPE,,,0,ME,ME-JO
142823120,2,DIA,,Millimeter,1,ME,ME-JO
142823120,3,DIM,,Millimeter,0,ME,ME-JO
142823120,4,MAT,,,0,ME,ME-JO
142823120,5,USG,,,0,ME,ME-JO
142823124,1,TYPE,,,0,ME,ME-JO
142823124,2,DIA,,Millimeter,1,ME,ME-JO
142823124,3,DIM,,Millimeter,0,ME,ME-JO
142823124,4,MAT,,,0,ME,ME-JO
142823124,5,USG,,,0,ME,ME-JO
142823127,1,TPR,,,0,ME,ME-CO
142823127,2,LPR,,Millimeter,1,ME,ME-CO
142823127,3,LEP,,Millimeter,0,ME,ME-CO
142823127,4,PDE,,,0,ME,ME-CO
142823127,5,MAT,,,0,ME,ME-CO
142823134,1,TYPE,,,0,HY,HY-FL
142823134,2,DN,,,1,HY,HY-FL
142823134,3,LON,,Millimeter,0,HY,HY-FL
142823134,4,EMB,,,0,HY,HY-FL
142823134,5,PRE,,Bar,0,HY,HY-FL
142823135,1,TYPE,,,0,HY,HY-FL
142823135,2,DN,,,1,HY,HY-FL
142823135,3,LON,,Millimeter,0,HY,HY-FL
142823135,4,EMB,,,0,HY,HY-FL
142823135,5,PRE,,Bar,0,HY,HY-FL
142823136,1,TYPE,,,0,HY,HY-FL
142823136,2,DN,,,1,HY,HY-FL
142823136,3,LON,,Millimeter,0,HY,HY-FL
142823136,4,EMB,,,0,HY,HY-FL
142823136,5,PRE,,Bar,0,HY,HY-FL
142823138,1,TYPE,,,0,PN,PN-DI
142823138,2,DTC,,,1,PN,PN-DI
142823138,3,NBV,,Nos,0,PN,PN-DI
142823138,4,TIR,,,0,PN,PN-DI
142823138,5,TNB,,,0,PN,PN-DI
142823139,1,FON,,,0,PN,PN-EV
142823139,2,DDR,,,1,PN,PN-EV
142823139,3,FIL,,,0,PN,PN-EV
142823139,4,TNC,,,0,PN,PN-EV
142823139,5,TYPE,,,0,PN,PN-EV
142823141,1,TYPE,,,1,CS,CS-GC
142823141,2,GRA,,,0,CS,CS-GC
142823141,3,CND,,,0,CS,CS-GC
142823141,4,APP,,,0,CS,CS-GC
142823141,5,FAB,,,0,CS,CS-GC
142823145,1,TYPE,,,0,HY,HY-FL
142823145,2,DN,,,1,HY,HY-FL
142823145,3,LON,,Millimeter,0,HY,HY-FL
142823145,4,EMB,,,0,HY,HY-FL
142823145,5,PRE,,Bar,0,HY,HY-FL
142823147,1,TYPE,,,0,HY,HY-FL
142823147,2,DN,,,1,HY,HY-FL
142823147,3,LON,,Millimeter,0,HY,HY-FL
142823147,4,EMB,,,0,HY,HY-FL
142823147,5,PRE,,Bar,0,HY,HY-FL
142823149,1,TPR,,,0,ME,ME-CO
142823149,2,LPR,,Millimeter,1,ME,ME-CO
142823149,3,LEP,,Millimeter,0,ME,ME-CO
142823149,4,PDE,,,0,ME,ME-CO
142823149,5,MAT,,,0,ME,ME-CO
142823156,1,TCP,,,0,EE,EE-CP
142823156,2,SIG,,,1,EE,EE-CP
142823156,3,RAC,,,0,EE,EE-CP
142823156,4,ALIM,,,0,EE,EE-CP
142823156,5,PLG,,,0,EE,EE-CP
142823158,1,TYPE,,,0,EL,EL-RE
142823158,2,TDCB,,,1,EL,EL-RE
142823158,3,CRT,,AMP,0,EL,EL-RE
142823158,4,NBC,,Nos,0,EL,EL-RE
142823158,5,FAB,,,0,EL,EL-RE
142823164,1,TYPE,,,0,HY,HY-PO
142823164,2,DEB,,,1,HY,HY-PO
142823164,3,CYL,,,0,HY,HY-PO
142823164,4,PRE,,Bar,0,HY,HY-PO
142823164,5,LIQ,,,0,HY,HY-PO
142823165,1,TYPE,,,0,ME,ME-JO
142823165,2,DIA,,Millimeter,1,ME,ME-JO
142823165,3,DIM,,Millimeter,0,ME,ME-JO
142823165,4,MAT,,,0,ME,ME-JO
142823165,5,USG,,,0,ME,ME-JO
142823171,1,TYPE,,,0,ME,ME-JO
142823171,2,DIA,,Millimeter,1,ME,ME-JO
142823171,3,DIM,,Millimeter,0,ME,ME-JO
142823171,4,MAT,,,0,ME,ME-JO
142823171,5,USG,,,0,ME,ME-JO
142823174,1,TDC,,,0,EL,EL-MO
142823174,2,PUI,,Kilowatt,1,EL,EL-MO
142823174,3,VIT,,,0,EL,EL-MO
142823174,4,FIX,,,0,EL,EL-MO
142823174,5,TEN,,,0,EL,EL-MO
142823175,1,TYPE,,,0,EL,EL-CA
142823175,2,SEC,,,1,EL,EL-CA
142823175,3,NBCD,,Nos,0,EL,EL-CA
142823175,4,MAT,,,0,EL,EL-CA
142823175,5,BLI,,,0,EL,EL-CA
142823177,1,TYPE,,,0,ME,ME-JO
142823177,2,DIA,,Millimeter,1,ME,ME-JO
142823177,3,DIM,,Millimeter,0,ME,ME-JO
142823177,4,MAT,,,0,ME,ME-JO
142823177,5,USG,,,0,ME,ME-JO
142823179,1,TYPE,,,1,CS,CS-GC
142823179,2,GRA,,,0,CS,CS-GC
142823179,3,CND,,,0,CS,CS-GC
142823179,4,APP,,,0,CS,CS-GC
142823179,5,FAB,,,0,CS,CS-GC
142823183,1,SER,,,0,EE,EE-AU
142823183,2,NES,,Nos,1,EE,EE-AU
142823183,3,ALIM,,,0,EE,EE-AU
142823183,4,CONS,,,0,EE,EE-AU
142823183,5,TMO,,,0,EE,EE-AU
142823194,1,TYPE,,,0,HY,HY-PO
142823194,2,DEB,,,1,HY,HY-PO
142823194,3,CYL,,,0,HY,HY-PO
142823194,4,PRE,,Bar,0,HY,HY-PO
142823194,5,LIQ,,,0,HY,HY-PO
142823196,1,TYPE,,,0,HY,HY-FI
142823196,2,SEU,,Micrometer,1,HY,HY-FI
142823196,3,RAC,,,0,HY,HY-FI
142823196,4,DEB,,,0,HY,HY-FI
142823196,5,FAB,,,0,HY,HY-FI
142823203,1,TYPE,,,0,HY,HY-RA
142823203,2,DTF,,,1,HY,HY-RA
142823203,3,MAT,,,0,HY,HY-RA
142823203,4,FRM,,,0,HY,HY-RA
142823203,5,PRE,,Bar,0,HY,HY-RA
142823205,1,TYPE,,,0,HY,HY-RA
142823205,2,DTF,,,1,HY,HY-RA
142823205,3,MAT,,,0,HY,HY-RA
142823205,4,FRM,,,0,HY,HY-RA
142823205,5,PRE,,Bar,0,HY,HY-RA
142823222,1,FTT,,,1,ME,ME-VI
142823222,2,DIA,,Millimeter,0,ME,ME-VI
142823222,3,LON,,Millimeter,0,ME,ME-VI
142823222,4,MAT,,,0,ME,ME-VI
142823222,5,FIL,,,0,ME,ME-VI
142823223,1,FTT,,,1,ME,ME-VI
142823223,2,DIA,,Millimeter,0,ME,ME-VI
142823223,3,LON,,Millimeter,0,ME,ME-VI
142823223,4,MAT,,,0,ME,ME-VI
142823223,5,FIL,,,0,ME,ME-VI
142823225,1,TCP,,,0,EE,EE-CP
142823225,2,SIG,,,1,EE,EE-CP
142823225,3,RAC,,,0,EE,EE-CP
142823225,4,ALIM,,,0,EE,EE-CP
142823225,5,PLG,,,0,EE,EE-CP
142823226,1,TYPE,,,0,ME,ME-JO
142823226,2,DIA,,Millimeter,1,ME,ME-JO
142823226,3,DIM,,Millimeter,0,ME,ME-JO
142823226,4,MAT,,,0,ME,ME-JO
142823226,5,USG,,,0,ME,ME-JO
142823229,1,TYPE,,,0,HY,HY-PO
142823229,2,DEB,,,1,HY,HY-PO
142823229,3,CYL,,,0,HY,HY-PO
142823229,4,PRE,,Bar,0,HY,HY-PO
142823229,5,LIQ,,,0,HY,HY-PO
142823235,1,TCP,,,0,EE,EE-CP
142823235,2,SIG,,,1,EE,EE-CP
142823235,3,RAC,,,0,EE,EE-CP
142823235,4,ALIM,,,0,EE,EE-CP
142823235,5,PLG,,,0,EE,EE-CP
142823236,1,TCP,,,0,EE,EE-CP
142823236,2,SIG,,,1,EE,EE-CP
142823236,3,RAC,,,0,EE,EE-CP
142823236,4,ALIM,,,0,EE,EE-CP
142823236,5,PLG,,,0,EE,EE-CP
142823244,1,TYPE,,,0,ME,ME-RO
142823244,2,DIAI,,Millimeter,1,ME,ME-RO
142823244,3,SR,,,0,ME,ME-RO
142823244,4,DIAE,,Millimeter,0,ME,ME-RO
142823244,5,EPJ,,,0,ME,ME-RO
142823246,1,TYPE,,,0,ME,ME-JO
142823246,2,DIA,,Millimeter,1,ME,ME-JO
142823246,3,DIM,,Millimeter,0,ME,ME-JO
142823246,4,MAT,,,0,ME,ME-JO
142823246,5,USG,,,0,ME,ME-JO
142823250,1,TYPE,,,0,ME,ME-JO
142823250,2,DIA,,Millimeter,1,ME,ME-JO
142823250,3,DIM,,Millimeter,0,ME,ME-JO
142823250,4,MAT,,,0,ME,ME-JO
142823250,5,USG,,,0,ME,ME-JO
142823251,1,TYPE,,,0,ME,ME-JO
142823251,2,DIA,,Millimeter,1,ME,ME-JO
142823251,3,DIM,,Millimeter,0,ME,ME-JO
142823251,4,MAT,,,0,ME,ME-JO
142823251,5,USG,,,0,ME,ME-JO
142823252,1,TYPE,,,0,EL,EL-CA
142823252,2,SEC,,,1,EL,EL-CA
142823252,3,NBCD,,Nos,0,EL,EL-CA
142823252,4,MAT,,,0,EL,EL-CA
142823252,5,BLI,,,0,EL,EL-CA
142823262,1,FIL,,,0,PN,PN-RE
142823262,2,PPM,,Bar,1,PN,PN-RE
142823262,3,OPT,,,0,PN,PN-RE
142823262,4,TYPE,,,0,PN,PN-RE
142823262,5,DEB,,,0,PN,PN-RE
142823263,1,TFM,,,1,EE,EE-CA
142823263,2,REF,,,0,EE,EE-CA
142823263,3,CONS,,,0,EE,EE-CA
142823263,4,ALIM,,,0,EE,EE-CA
142823263,5,VER,,,0,EE,EE-CA
142823264,1,TFM,,,1,EE,EE-CA
142823264,2,REF,,,0,EE,EE-CA
142823264,3,CONS,,,0,EE,EE-CA
142823264,4,ALIM,,,0,EE,EE-CA
142823264,5,VER,,,0,EE,EE-CA
142823265,1,TYPE,,,0,SE,SE-AL
142823265,2,PAC,,,1,SE,SE-AL
142823265,3,TEN,,,0,SE,SE-AL
142823265,4,MDS,,,0,SE,SE-AL
142823265,5,FAB,,,0,SE,SE-AL
142823271,1,TCP,,,0,EE,EE-CP
142823271,2,SIG,,,1,EE,EE-CP
142823271,3,RAC,,,0,EE,EE-CP
142823271,4,ALIM,,,0,EE,EE-CP
142823271,5,PLG,,,0,EE,EE-CP
142823277,1,TYPE,,,0,IN,IN-CP
142823277,2,PME,,Bar,1,IN,IN-CP
142823277,3,SIG,,,0,IN,IN-CP
142823277,4,RAC,,,0,IN,IN-CP
142823277,5,FAB,,,0,IN,IN-CP
142823286,1,FIL,,,0,PN,PN-RE
142823286,2,PPM,,Bar,1,PN,PN-RE
142823286,3,OPT,,,0,PN,PN-RE
142823286,4,TYPE,,,0,PN,PN-RE
142823286,5,DEB,,,0,PN,PN-RE
142823293,1,TDC,,,0,EL,EL-MO
142823293,2,PUI,,Kilowatt,1,EL,EL-MO
142823293,3,VIT,,,0,EL,EL-MO
142823293,4,FIX,,,0,EL,EL-MO
142823293,5,TEN,,,0,EL,EL-MO
142823300,1,TYPE,,,0,EL,EL-CA
142823300,2,SEC,,,1,EL,EL-CA
142823300,3,NBCD,,Nos,0,EL,EL-CA
142823300,4,MAT,,,0,EL,EL-CA
142823300,5,BLI,,,0,EL,EL-CA
142823301,1,TFM,,,1,EE,EE-CA
142823301,2,REF,,,0,EE,EE-CA
142823301,3,CONS,,,0,EE,EE-CA
142823301,4,ALIM,,,0,EE,EE-CA
142823301,5,VER,,,0,EE,EE-CA
142823305,1,TFM,,,1,EE,EE-CA
142823305,2,REF,,,0,EE,EE-CA
142823305,3,CONS,,,0,EE,EE-CA
142823305,4,ALIM,,,0,EE,EE-CA
142823305,5,VER,,,0,EE,EE-CA
142823307,1,TYPE,,,0,EL,EL-CA
142823307,2,SEC,,,1,EL,EL-CA
142823307,3,NBCD,,Nos,0,EL,EL-CA
142823307,4,MAT,,,0,EL,EL-CA
142823307,5,BLI,,,0,EL,EL-CA
142823313,1,TFM,,,1,EE,EE-CA
142823313,2,REF,,,0,EE,EE-CA
142823313,3,CONS,,,0,EE,EE-CA
142823313,4,ALIM,,,0,EE,EE-CA
142823313,5,VER,,,0,EE,EE-CA
142823314,1,TYPE,,,0,EL,EL-CA
142823314,2,SEC,,,1,EL,EL-CA
142823314,3,NBCD,,Nos,0,EL,EL-CA
142823314,4,MAT,,,0,EL,EL-CA
142823314,5,BLI,,,0,EL,EL-CA
142823317,1,TDC,,,0,EL,EL-MO
142823317,2,PUI,,Kilowatt,1,EL,EL-MO
142823317,3,VIT,,,0,EL,EL-MO
142823317,4,FIX,,,0,EL,EL-MO
142823317,5,TEN,,,0,EL,EL-MO
142823319,1,TCP,,,0,EE,EE-CP
142823319,2,SIG,,,1,EE,EE-CP
142823319,3,RAC,,,0,EE,EE-CP
142823319,4,ALIM,,,0,EE,EE-CP
142823319,5,PLG,,,0,EE,EE-CP
142823327,1,TFM,,,1,EE,EE-CA
142823327,2,REF,,,0,EE,EE-CA
142823327,3,CONS,,,0,EE,EE-CA
142823327,4,ALIM,,,0,EE,EE-CA
142823327,5,VER,,,0,EE,EE-CA
142823329,1,TFM,,,1,EE,EE-CA
142823329,2,REF,,,0,EE,EE-CA
142823329,3,CONS,,,0,EE,EE-CA
142823329,4,ALIM,,,0,EE,EE-CA
142823329,5,VER,,,0,EE,EE-CA
142823331,1,TYPE,,,0,EL,EL-CA
142823331,2,SEC,,,1,EL,EL-CA
142823331,3,NBCD,,Nos,0,EL,EL-CA
142823331,4,MAT,,,0,EL,EL-CA
142823331,5,BLI,,,0,EL,EL-CA
142823334,1,TFM,,,1,EE,EE-CA
142823334,2,REF,,,0,EE,EE-CA
142823334,3,CONS,,,0,EE,EE-CA
142823334,4,ALIM,,,0,EE,EE-CA
142823334,5,VER,,,0,EE,EE-CA
142823339,1,TYPE,,,0,PN,PN-VE
142823339,2,DAP,,Millimeter,1,PN,PN-VE
142823339,3,COU,,Millimeter,0,PN,PN-VE
142823339,4,AMO,,,0,PN,PN-VE
142823339,5,RAC,,,0,PN,PN-VE
142823340,1,TFM,,,1,EE,EE-CA
142823340,2,REF,,,0,EE,EE-CA
142823340,3,CONS,,,0,EE,EE-CA
142823340,4,ALIM,,,0,EE,EE-CA
142823340,5,VER,,,0,EE,EE-CA
142823341,1,TFM,,,1,EE,EE-CA
142823341,2,REF,,,0,EE,EE-CA
142823341,3,CONS,,,0,EE,EE-CA
142823341,4,ALIM,,,0,EE,EE-CA
142823341,5,VER,,,0,EE,EE-CA
142823342,1,TS,,,0,IN,IN-TE
142823342,2,PMEAS,,Celsius,1,IN,IN-TE
142823342,3,LON,,Millimeter,0,IN,IN-TE
142823342,4,DGT,,Millimeter,0,IN,IN-TE
142823342,5,RAC,,,0,IN,IN-TE
142823344,1,TYPE,,,0,IN,IN-CP
142823344,2,PME,,Bar,1,IN,IN-CP
142823344,3,SIG,,,0,IN,IN-CP
142823344,4,RAC,,,0,IN,IN-CP
142823344,5,FAB,,,0,IN,IN-CP
142823345,1,FON,,,0,PN,PN-EV
142823345,2,DDR,,,1,PN,PN-EV
142823345,3,FIL,,,0,PN,PN-EV
142823345,4,TNC,,,0,PN,PN-EV
142823345,5,TYPE,,,0,PN,PN-EV
142823347,1,TYPE,,,0,PN,PN-CO
142823347,2,PMD,,,1,PN,PN-CO
142823347,3,CCU,,L,0,PN,PN-CO
142823347,4,PRE,,Bar,0,PN,PN-CO
142823347,5,FAB,,,0,PN,PN-CO
142823350,1,TFM,,,1,EE,EE-CA
142823350,2,REF,,,0,EE,EE-CA
142823350,3,CONS,,,0,EE,EE-CA
142823350,4,ALIM,,,0,EE,EE-CA
142823350,5,VER,,,0,EE,EE-CA
142823352,1,TCP,,,0,EE,EE-CP
142823352,2,SIG,,,1,EE,EE-CP
142823352,3,RAC,,,0,EE,EE-CP
142823352,4,ALIM,,,0,EE,EE-CP
142823352,5,PLG,,,0,EE,EE-CP
142823353,1,TDC,,,0,EL,EL-MO
142823353,2,PUI,,Kilowatt,1,EL,EL-MO
142823353,3,VIT,,,0,EL,EL-MO
142823353,4,FIX,,,0,EL,EL-MO
142823353,5,TEN,,,0,EL,EL-MO
