item_code,sequence,propriete,valeur,unite,is_major,famille,sous_famille
347603262,1,TYPE,,,0,EL,EL-RE
347603262,2,TDCB,,,1,EL,EL-RE
347603262,3,CRT,,AMP,0,EL,EL-RE
347603262,4,NBC,,Nos,0,EL,EL-RE
347603262,5,FAB,,,0,EL,EL-RE
347603289,1,TYPE,,,0,EL,EL-CO
347603289,2,ICM,,AMP,1,EL,EL-CO
347603289,3,TNB,,,0,EL,EL-CO
347603289,4,NBC,,Nos,0,EL,EL-CO
347603289,5,FAB,,,0,EL,EL-CO
347603291,1,TYPE,,,0,EL,EL-CO
347603291,2,ICM,,AMP,1,EL,EL-CO
347603291,3,TNB,,,0,EL,EL-CO
347603291,4,NBC,,Nos,0,EL,EL-CO
347603291,5,FAB,,,0,EL,EL-CO
347603292,1,TYPE,,,0,EL,EL-CO
347603292,2,ICM,,AMP,1,EL,EL-CO
347603292,3,TNB,,,0,EL,EL-CO
347603292,4,NBC,,Nos,0,EL,EL-CO
347603292,5,FAB,,,0,EL,EL-CO
347603295,1,TYPE,,,0,EL,EL-CO
347603295,2,ICM,,AMP,1,EL,EL-CO
347603295,3,TNB,,,0,EL,EL-CO
347603295,4,NBC,,Nos,0,EL,EL-CO
347603295,5,FAB,,,0,EL,EL-CO
347603314,1,TS,,,0,IN,IN-TE
347603314,2,PMEAS,,Celsius,1,IN,IN-TE
347603314,3,LON,,Millimeter,0,IN,IN-TE
347603314,4,DGT,,Millimeter,0,IN,IN-TE
347603314,5,RAC,,,0,IN,IN-TE
347603317,1,TYPE,,,0,HY,HY-FI
347603317,2,SEU,,Micrometer,1,HY,HY-FI
347603317,3,RAC,,,0,HY,HY-FI
347603317,4,DEB,,,0,HY,HY-FI
347603317,5,FAB,,,0,HY,HY-FI
347603329,1,TCP,,,0,EE,EE-CP
347603329,2,SIG,,,1,EE,EE-CP
347603329,3,RAC,,,0,EE,EE-CP
347603329,4,ALIM,,,0,EE,EE-CP
347603329,5,PLG,,,0,EE,EE-CP
347603331,1,TFM,,,1,EE,EE-CA
347603331,2,REF,,,0,EE,EE-CA
347603331,3,CONS,,,0,EE,EE-CA
347603331,4,ALIM,,,0,EE,EE-CA
347603331,5,VER,,,0,EE,EE-CA
347603332,1,TFM,,,1,EE,EE-CA
347603332,2,REF,,,0,EE,EE-CA
347603332,3,CONS,,,0,EE,EE-CA
347603332,4,ALIM,,,0,EE,EE-CA
347603332,5,VER,,,0,EE,EE-CA
347603333,1,TS,,,0,IN,IN-TE
347603333,2,PMEAS,,Celsius,1,IN,IN-TE
347603333,3,LON,,Millimeter,0,IN,IN-TE
347603333,4,DGT,,Millimeter,0,IN,IN-TE
347603333,5,RAC,,,0,IN,IN-TE
347603334,1,TCP,,,0,EE,EE-CP
347603334,2,SIG,,,1,EE,EE-CP
347603334,3,RAC,,,0,EE,EE-CP
347603334,4,ALIM,,,0,EE,EE-CP
347603334,5,PLG,,,0,EE,EE-CP
347603339,1,TYPE,,,0,IN,IN-CP
347603339,2,PME,,Bar,1,IN,IN-CP
347603339,3,SIG,,,0,IN,IN-CP
347603339,4,RAC,,,0,IN,IN-CP
347603339,5,FAB,,,0,IN,IN-CP
347603343,1,TYPE,,,0,EL,EL-CO
347603343,2,ICM,,AMP,1,EL,EL-CO
347603343,3,TNB,,,0,EL,EL-CO
347603343,4,NBC,,Nos,0,EL,EL-CO
347603343,5,FAB,,,0,EL,EL-CO
347603354,1,TCP,,,0,EE,EE-CP
347603354,2,SIG,,,1,EE,EE-CP
347603354,3,RAC,,,0,EE,EE-CP
347603354,4,ALIM,,,0,EE,EE-CP
347603354,5,PLG,,,0,EE,EE-CP
347603357,1,FON,,,0,PN,PN-EV
347603357,2,DDR,,,1,PN,PN-EV
347603357,3,FIL,,,0,PN,PN-EV
347603357,4,TNC,,,0,PN,PN-EV
347603357,5,TYPE,,,0,PN,PN-EV
347603362,1,TYPE,,,1,CS,CS-GC
347603362,2,GRA,,,0,CS,CS-GC
347603362,3,CND,,,0,CS,CS-GC
347603362,4,APP,,,0,CS,CS-GC
347603362,5,FAB,,,0,CS,CS-GC
347603363,1,TCP,,,0,EE,EE-CP
347603363,2,SIG,,,1,EE,EE-CP
347603363,3,RAC,,,0,EE,EE-CP
347603363,4,ALIM,,,0,EE,EE-CP
347603363,5,PLG,,,0,EE,EE-CP
347603364,1,TFM,,,1,EE,EE-CA
347603364,2,REF,,,0,EE,EE-CA
347603364,3,CONS,,,0,EE,EE-CA
347603364,4,ALIM,,,0,EE,EE-CA
347603364,5,VER,,,0,EE,EE-CA
347603365,1,TFM,,,1,EE,EE-CA
347603365,2,REF,,,0,EE,EE-CA
347603365,3,CONS,,,0,EE,EE-CA
347603365,4,ALIM,,,0,EE,EE-CA
347603365,5,VER,,,0,EE,EE-CA
347603367,1,TYPE,,,0,ME,ME-JO
347603367,2,DIA,,Millimeter,1,ME,ME-JO
347603367,3,DIM,,Millimeter,0,ME,ME-JO
347603367,4,MAT,,,0,ME,ME-JO
347603367,5,USG,,,0,ME,ME-JO
347603369,1,TDC,,,0,EL,EL-MO
347603369,2,PUI,,Kilowatt,1,EL,EL-MO
347603369,3,VIT,,,0,EL,EL-MO
347603369,4,FIX,,,0,EL,EL-MO
347603369,5,TEN,,,0,EL,EL-MO
347603370,1,TCP,,,0,EE,EE-CP
347603370,2,SIG,,,1,EE,EE-CP
347603370,3,RAC,,,0,EE,EE-CP
347603370,4,ALIM,,,0,EE,EE-CP
347603370,5,PLG,,,0,EE,EE-CP
347603398,1,TYPE,,,0,EL,EL-FU
347603398,2,CDP,,AMP,1,EL,EL-FU
347603398,3,TAI,,,0,EL,EL-FU
347603398,4,TEN,,,0,EL,EL-FU
347603398,5,FAB,,,0,EL,EL-FU
347603407,1,TYPE,,,0,HY,HY-FI
347603407,2,SEU,,Micrometer,1,HY,HY-FI
347603407,3,RAC,,,0,HY,HY-FI
347603407,4,DEB,,,0,HY,HY-FI
347603407,5,FAB,,,0,HY,HY-FI
347603409,1,TCP,,,0,EE,EE-CP
347603409,2,SIG,,,1,EE,EE-CP
347603409,3,RAC,,,0,EE,EE-CP
347603409,4,ALIM,,,0,EE,EE-CP
347603409,5,PLG,,,0,EE,EE-CP
347603412,1,TFM,,,1,EE,EE-CA
347603412,2,REF,,,0,EE,EE-CA
347603412,3,CONS,,,0,EE,EE-CA
347603412,4,ALIM,,,0,EE,EE-CA
347603412,5,VER,,,0,EE,EE-CA
347603417,1,TYPE,,,0,IN,IN-CP
347603417,2,PME,,Bar,1,IN,IN-CP
347603417,3,SIG,,,0,IN,IN-CP
347603417,4,RAC,,,0,IN,IN-CP
347603417,5,FAB,,,0,IN,IN-CP
347603418,1,TYPE,,,0,HY,HY-FI
347603418,2,SEU,,Micrometer,1,HY,HY-FI
347603418,3,RAC,,,0,HY,HY-FI
347603418,4,DEB,,,0,HY,HY-FI
347603418,5,FAB,,,0,HY,HY-FI
347603420,1,TYPE,,,1,CS,CS-GC
347603420,2,GRA,,,0,CS,CS-GC
347603420,3,CND,,,0,CS,CS-GC
347603420,4,APP,,,0,CS,CS-GC
347603420,5,FAB,,,0,CS,CS-GC
347603422,1,TS,,,0,IN,IN-TE
347603422,2,PMEAS,,Celsius,1,IN,IN-TE
347603422,3,LON,,Millimeter,0,IN,IN-TE
347603422,4,DGT,,Millimeter,0,IN,IN-TE
347603422,5,RAC,,,0,IN,IN-TE
347603424,1,TFM,,,1,EE,EE-CA
347603424,2,REF,,,0,EE,EE-CA
347603424,3,CONS,,,0,EE,EE-CA
347603424,4,ALIM,,,0,EE,EE-CA
347603424,5,VER,,,0,EE,EE-CA
347603425,1,TCP,,,0,EE,EE-CP
347603425,2,SIG,,,1,EE,EE-CP
347603425,3,RAC,,,0,EE,EE-CP
347603425,4,ALIM,,,0,EE,EE-CP
347603425,5,PLG,,,0,EE,EE-CP
347603426,1,TYPE,,,0,EL,EL-RE
347603426,2,TDCB,,,1,EL,EL-RE
347603426,3,CRT,,AMP,0,EL,EL-RE
347603426,4,NBC,,Nos,0,EL,EL-RE
347603426,5,FAB,,,0,EL,EL-RE
347603427,1,TFM,,,1,EE,EE-CA
347603427,2,REF,,,0,EE,EE-CA
347603427,3,CONS,,,0,EE,EE-CA
347603427,4,ALIM,,,0,EE,EE-CA
347603427,5,VER,,,0,EE,EE-CA
347603428,1,TYPE,,,0,EL,EL-RE
347603428,2,TDCB,,,1,EL,EL-RE
347603428,3,CRT,,AMP,0,EL,EL-RE
347603428,4,NBC,,Nos,0,EL,EL-RE
347603428,5,FAB,,,0,EL,EL-RE
347603430,1,TYPE,,,0,HY,HY-FI
347603430,2,SEU,,Micrometer,1,HY,HY-FI
347603430,3,RAC,,,0,HY,HY-FI
347603430,4,DEB,,,0,HY,HY-FI
347603430,5,FAB,,,0,HY,HY-FI
347603432,1,TYPE,,,0,EL,EL-RE
347603432,2,TDCB,,,1,EL,EL-RE
347603432,3,CRT,,AMP,0,EL,EL-RE
347603432,4,NBC,,Nos,0,EL,EL-RE
347603432,5,FAB,,,0,EL,EL-RE
347603434,1,TYPE,,,0,EL,EL-DI
347603434,2,CAL,,AMP,1,EL,EL-DI
347603434,3,TEN,,,0,EL,EL-DI
347603434,4,NBP,,Nos,0,EL,EL-DI
347603434,5,FAB,,,0,EL,EL-DI
347603435,1,TYPE,,,0,SE,SE-PM
347603435,2,MAF,,,1,SE,SE-PM
347603435,3,DIM,,Millimeter,0,SE,SE-PM
347603435,4,CPS,,,0,SE,SE-PM
347603435,5,TEN,,,0,SE,SE-PM
347603436,1,TYPE,,,1,CS,CS-GC
347603436,2,GRA,,,0,CS,CS-GC
347603436,3,CND,,,0,CS,CS-GC
347603436,4,APP,,,0,CS,CS-GC
347603436,5,FAB,,,0,CS,CS-GC
347603437,1,TCP,,,0,EE,EE-CP
347603437,2,SIG,,,1,EE,EE-CP
347603437,3,RAC,,,0,EE,EE-CP
347603437,4,ALIM,,,0,EE,EE-CP
347603437,5,PLG,,,0,EE,EE-CP
347603438,1,TYPE,,,0,EL,EL-DI
347603438,2,CAL,,AMP,1,EL,EL-DI
347603438,3,TEN,,,0,EL,EL-DI
347603438,4,NBP,,Nos,0,EL,EL-DI
347603438,5,FAB,,,0,EL,EL-DI
347603446,1,TYPE,,,0,EL,EL-DI
347603446,2,CAL,,AMP,1,EL,EL-DI
347603446,3,TEN,,,0,EL,EL-DI
347603446,4,NBP,,Nos,0,EL,EL-DI
347603446,5,FAB,,,0,EL,EL-DI
347603455,1,TYPE,,,0,ME,ME-JO
347603455,2,DIA,,Millimeter,1,ME,ME-JO
347603455,3,DIM,,Millimeter,0,ME,ME-JO
347603455,4,MAT,,,0,ME,ME-JO
347603455,5,USG,,,0,ME,ME-JO
347603456,1,TYPE,,,0,EL,EL-DI
347603456,2,CAL,,AMP,1,EL,EL-DI
347603456,3,TEN,,,0,EL,EL-DI
347603456,4,NBP,,Nos,0,EL,EL-DI
347603456,5,FAB,,,0,EL,EL-DI
347603457,1,FTT,,,1,ME,ME-VI
347603457,2,DIA,,Millimeter,0,ME,ME-VI
347603457,3,LON,,Millimeter,0,ME,ME-VI
347603457,4,MAT,,,0,ME,ME-VI
347603457,5,FIL,,,0,ME,ME-VI
347603460,1,TYPE,,,0,HY,HY-FL
347603460,2,DN,,,1,HY,HY-FL
347603460,3,LON,,Millimeter,0,HY,HY-FL
347603460,4,EMB,,,0,HY,HY-FL
347603460,5,PRE,,Bar,0,HY,HY-FL
347603461,1,TDC,,,0,EL,EL-MO
347603461,2,PUI,,Kilowatt,1,EL,EL-MO
347603461,3,VIT,,,0,EL,EL-MO
347603461,4,FIX,,,0,EL,EL-MO
347603461,5,TEN,,,0,EL,EL-MO
347603471,1,TYPE,,,1,CS,CS-GC
347603471,2,GRA,,,0,CS,CS-GC
347603471,3,CND,,,0,CS,CS-GC
347603471,4,APP,,,0,CS,CS-GC
347603471,5,FAB,,,0,CS,CS-GC
347603490,1,TFM,,,1,EE,EE-CA
347603490,2,REF,,,0,EE,EE-CA
347603490,3,CONS,,,0,EE,EE-CA
347603490,4,ALIM,,,0,EE,EE-CA
347603490,5,VER,,,0,EE,EE-CA
347603715,1,TYPE,,,0,EL,EL-DI
347603715,2,CAL,,AMP,1,EL,EL-DI
347603715,3,TEN,,,0,EL,EL-DI
347603715,4,NBP,,Nos,0,EL,EL-DI
347603715,5,FAB,,,0,EL,EL-DI
347603946,1,TFM,,,1,EE,EE-CA
347603946,2,REF,,,0,EE,EE-CA
347603946,3,CONS,,,0,EE,EE-CA
347603946,4,ALIM,,,0,EE,EE-CA
347603946,5,VER,,,0,EE,EE-CA
347603953,1,TYPE,,,0,ME,ME-JO
347603953,2,DIA,,Millimeter,1,ME,ME-JO
347603953,3,DIM,,Millimeter,0,ME,ME-JO
347603953,4,MAT,,,0,ME,ME-JO
347603953,5,USG,,,0,ME,ME-JO
347603956,1,FTT,,,1,ME,ME-VI
347603956,2,DIA,,Millimeter,0,ME,ME-VI
347603956,3,LON,,Millimeter,0,ME,ME-VI
347603956,4,MAT,,,0,ME,ME-VI
347603956,5,FIL,,,0,ME,ME-VI
347603973,1,TYPE,,,0,EL,EL-CA
347603973,2,SEC,,,1,EL,EL-CA
347603973,3,NBCD,,Nos,0,EL,EL-CA
347603973,4,MAT,,,0,EL,EL-CA
347603973,5,BLI,,,0,EL,EL-CA
347603974,1,TYPE,,,0,EL,EL-CA
347603974,2,SEC,,,1,EL,EL-CA
347603974,3,NBCD,,Nos,0,EL,EL-CA
347603974,4,MAT,,,0,EL,EL-CA
347603974,5,BLI,,,0,EL,EL-CA
347603975,1,TYPE,,,0,ME,ME-JO
347603975,2,DIA,,Millimeter,1,ME,ME-JO
347603975,3,DIM,,Millimeter,0,ME,ME-JO
347603975,4,MAT,,,0,ME,ME-JO
347603975,5,USG,,,0,ME,ME-JO
347603978,1,TS,,,0,IN,IN-TE
347603978,2,PMEAS,,Celsius,1,IN,IN-TE
347603978,3,LON,,Millimeter,0,IN,IN-TE
347603978,4,DGT,,Millimeter,0,IN,IN-TE
347603978,5,RAC,,,0,IN,IN-TE
347603979,1,TYPE,,,0,EL,EL-CA
347603979,2,SEC,,,1,EL,EL-CA
347603979,3,NBCD,,Nos,0,EL,EL-CA
347603979,4,MAT,,,0,EL,EL-CA
347603979,5,BLI,,,0,EL,EL-CA
349608010,1,FTT,,,1,ME,ME-VI
349608010,2,DIA,,Millimeter,0,ME,ME-VI
349608010,3,LON,,Millimeter,0,ME,ME-VI
349608010,4,MAT,,,0,ME,ME-VI
349608010,5,FIL,,,0,ME,ME-VI
349608014,1,TYPE,,,0,ME,ME-RO
349608014,2,DIAI,,Millimeter,1,ME,ME-RO
349608014,3,SR,,,0,ME,ME-RO
349608014,4,DIAE,,Millimeter,0,ME,ME-RO
349608014,5,EPJ,,,0,ME,ME-RO
349608034,1,TYPE,,,0,ME,ME-EN
349608034,2,NDR,,,1,ME,ME-EN
349608034,3,MODU,,,0,ME,ME-EN
349608034,4,DIM,,Millimeter,0,ME,ME-EN
349608034,5,MAT,,,0,ME,ME-EN
350109000,1,TYPE,,,0,HY,HY-FL
350109000,2,DN,,,1,HY,HY-FL
350109000,3,LON,,Millimeter,0,HY,HY-FL
350109000,4,EMB,,,0,HY,HY-FL
350109000,5,PRE,,Bar,0,HY,HY-FL
350109003,1,TYPE,,,0,HY,HY-FI
350109003,2,SEU,,Micrometer,1,HY,HY-FI
350109003,3,RAC,,,0,HY,HY-FI
350109003,4,DEB,,,0,HY,HY-FI
350109003,5,FAB,,,0,HY,HY-FI
350109007,1,FON,,,0,PN,PN-EV
350109007,2,DDR,,,1,PN,PN-EV
350109007,3,FIL,,,0,PN,PN-EV
350109007,4,TNC,,,0,PN,PN-EV
350109007,5,TYPE,,,0,PN,PN-EV
350109015,1,TYPE,,,0,HY,HY-FI
350109015,2,SEU,,Micrometer,1,HY,HY-FI
350109015,3,RAC,,,0,HY,HY-FI
350109015,4,DEB,,,0,HY,HY-FI
350109015,5,FAB,,,0,HY,HY-FI
350109023,1,TS,,,0,IN,IN-TE
350109023,2,PMEAS,,Celsius,1,IN,IN-TE
350109023,3,LON,,Millimeter,0,IN,IN-TE
350109023,4,DGT,,Millimeter,0,IN,IN-TE
350109023,5,RAC,,,0,IN,IN-TE
350109024,1,TYPE,,,0,HY,HY-FL
350109024,2,DN,,,1,HY,HY-FL
350109024,3,LON,,Millimeter,0,HY,HY-FL
350109024,4,EMB,,,0,HY,HY-FL
350109024,5,PRE,,Bar,0,HY,HY-FL
350109029,1,TYPE,,,0,ME,ME-JO
350109029,2,DIA,,Millimeter,1,ME,ME-JO
350109029,3,DIM,,Millimeter,0,ME,ME-JO
350109029,4,MAT,,,0,ME,ME-JO
350109029,5,USG,,,0,ME,ME-JO
350109032,1,TYPE,,,0,PN,PN-CO
350109032,2,PMD,,,1,PN,PN-CO
350109032,3,CCU,,L,0,PN,PN-CO
350109032,4,PRE,,Bar,0,PN,PN-CO
350109032,5,FAB,,,0,PN,PN-CO
350109035,1,TYPE,,,0,PN,PN-CO
350109035,2,PMD,,,1,PN,PN-CO
350109035,3,CCU,,L,0,PN,PN-CO
350109035,4,PRE,,Bar,0,PN,PN-CO
350109035,5,FAB,,,0,PN,PN-CO
350109038,1,TYPE,,,0,PN,PN-CO
350109038,2,PMD,,,1,PN,PN-CO
350109038,3,CCU,,L,0,PN,PN-CO
350109038,4,PRE,,Bar,0,PN,PN-CO
350109038,5,FAB,,,0,PN,PN-CO
350109039,1,TYPE,,,0,PN,PN-CO
350109039,2,PMD,,,1,PN,PN-CO
350109039,3,CCU,,L,0,PN,PN-CO
350109039,4,PRE,,Bar,0,PN,PN-CO
350109039,5,FAB,,,0,PN,PN-CO
350109040,1,TYPE,,,0,ME,ME-EN
350109040,2,NDR,,,1,ME,ME-EN
350109040,3,MODU,,,0,ME,ME-EN
350109040,4,DIM,,Millimeter,0,ME,ME-EN
350109040,5,MAT,,,0,ME,ME-EN
350109062,1,TYPE,,,1,CS,CS-GC
350109062,2,GRA,,,0,CS,CS-GC
350109062,3,CND,,,0,CS,CS-GC
350109062,4,APP,,,0,CS,CS-GC
350109062,5,FAB,,,0,CS,CS-GC
350109063,1,TYPE,,,1,CS,CS-GC
350109063,2,GRA,,,0,CS,CS-GC
350109063,3,CND,,,0,CS,CS-GC
350109063,4,APP,,,0,CS,CS-GC
350109063,5,FAB,,,0,CS,CS-GC
350109065,1,TS,,,0,IN,IN-TE
350109065,2,PMEAS,,Celsius,1,IN,IN-TE
350109065,3,LON,,Millimeter,0,IN,IN-TE
350109065,4,DGT,,Millimeter,0,IN,IN-TE
350109065,5,RAC,,,0,IN,IN-TE
350109073,1,TYPE,,,1,CS,CS-GC
350109073,2,GRA,,,0,CS,CS-GC
350109073,3,CND,,,0,CS,CS-GC
350109073,4,APP,,,0,CS,CS-GC
350109073,5,FAB,,,0,CS,CS-GC
350109080,1,FTT,,,1,ME,ME-VI
350109080,2,DIA,,Millimeter,0,ME,ME-VI
350109080,3,LON,,Millimeter,0,ME,ME-VI
350109080,4,MAT,,,0,ME,ME-VI
350109080,5,FIL,,,0,ME,ME-VI
350109102,1,FON,,,0,PN,PN-EV
350109102,2,DDR,,,1,PN,PN-EV
350109102,3,FIL,,,0,PN,PN-EV
350109102,4,TNC,,,0,PN,PN-EV
350109102,5,TYPE,,,0,PN,PN-EV
350109103,1,FON,,,0,PN,PN-EV
350109103,2,DDR,,,1,PN,PN-EV
350109103,3,FIL,,,0,PN,PN-EV
350109103,4,TNC,,,0,PN,PN-EV
350109103,5,TYPE,,,0,PN,PN-EV
350109109,1,TYPE,,,0,ME,ME-JO
350109109,2,DIA,,Millimeter,1,ME,ME-JO
350109109,3,DIM,,Millimeter,0,ME,ME-JO
350109109,4,MAT,,,0,ME,ME-JO
350109109,5,USG,,,0,ME,ME-JO
350109110,1,TYPE,,,0,HY,HY-FI
350109110,2,SEU,,Micrometer,1,HY,HY-FI
350109110,3,RAC,,,0,HY,HY-FI
350109110,4,DEB,,,0,HY,HY-FI
350109110,5,FAB,,,0,HY,HY-FI
350109114,1,TCP,,,0,EE,EE-CP
350109114,2,SIG,,,1,EE,EE-CP
350109114,3,RAC,,,0,EE,EE-CP
350109114,4,ALIM,,,0,EE,EE-CP
350109114,5,PLG,,,0,EE,EE-CP
350109115,1,TCP,,,0,EE,EE-CP
350109115,2,SIG,,,1,EE,EE-CP
350109115,3,RAC,,,0,EE,EE-CP
350109115,4,ALIM,,,0,EE,EE-CP
350109115,5,PLG,,,0,EE,EE-CP
350109120,1,TYPE,,,1,CS,CS-GC
350109120,2,GRA,,,0,CS,CS-GC
350109120,3,CND,,,0,CS,CS-GC
350109120,4,APP,,,0,CS,CS-GC
350109120,5,FAB,,,0,CS,CS-GC
350109121,1,TYPE,,,0,PN,PN-CO
350109121,2,PMD,,,1,PN,PN-CO
350109121,3,CCU,,L,0,PN,PN-CO
350109121,4,PRE,,Bar,0,PN,PN-CO
350109121,5,FAB,,,0,PN,PN-CO
350109123,1,TYPE,,,0,PN,PN-CO
350109123,2,PMD,,,1,PN,PN-CO
350109123,3,CCU,,L,0,PN,PN-CO
350109123,4,PRE,,Bar,0,PN,PN-CO
350109123,5,FAB,,,0,PN,PN-CO
350109124,1,TPR,,,0,ME,ME-CO
350109124,2,LPR,,Millimeter,1,ME,ME-CO
350109124,3,LEP,,Millimeter,0,ME,ME-CO
350109124,4,PDE,,,0,ME,ME-CO
350109124,5,MAT,,,0,ME,ME-CO
350109126,1,TYPE,,,0,PN,PN-CO
350109126,2,PMD,,,1,PN,PN-CO
350109126,3,CCU,,L,0,PN,PN-CO
350109126,4,PRE,,Bar,0,PN,PN-CO
350109126,5,FAB,,,0,PN,PN-CO
350109127,1,TYPE,,,0,PN,PN-CO
350109127,2,PMD,,,1,PN,PN-CO
350109127,3,CCU,,L,0,PN,PN-CO
350109127,4,PRE,,Bar,0,PN,PN-CO
350109127,5,FAB,,,0,PN,PN-CO
350109136,1,TYPE,,,1,CS,CS-GC
350109136,2,GRA,,,0,CS,CS-GC
350109136,3,CND,,,0,CS,CS-GC
350109136,4,APP,,,0,CS,CS-GC
350109136,5,FAB,,,0,CS,CS-GC
350109137,1,TYPE,,,0,ME,ME-JO
350109137,2,DIA,,Millimeter,1,ME,ME-JO
350109137,3,DIM,,Millimeter,0,ME,ME-JO
350109137,4,MAT,,,0,ME,ME-JO
350109137,5,USG,,,0,ME,ME-JO
350109138,1,TYPE,,,0,ME,ME-JO
350109138,2,DIA,,Millimeter,1,ME,ME-JO
350109138,3,DIM,,Millimeter,0,ME,ME-JO
350109138,4,MAT,,,0,ME,ME-JO
350109138,5,USG,,,0,ME,ME-JO
350109141,1,TYPE,,,0,HY,HY-FI
350109141,2,SEU,,Micrometer,1,HY,HY-FI
350109141,3,RAC,,,0,HY,HY-FI
350109141,4,DEB,,,0,HY,HY-FI
350109141,5,FAB,,,0,HY,HY-FI
350109144,1,TYPE,,,0,HY,HY-FL
350109144,2,DN,,,1,HY,HY-FL
350109144,3,LON,,Millimeter,0,HY,HY-FL
350109144,4,EMB,,,0,HY,HY-FL
350109144,5,PRE,,Bar,0,HY,HY-FL
350109147,1,TYPE,,,0,HY,HY-FL
350109147,2,DN,,,1,HY,HY-FL
350109147,3,LON,,Millimeter,0,HY,HY-FL
350109147,4,EMB,,,0,HY,HY-FL
350109147,5,PRE,,Bar,0,HY,HY-FL
350109149,1,FTT,,,1,ME,ME-VI
350109149,2,DIA,,Millimeter,0,ME,ME-VI
350109149,3,LON,,Millimeter,0,ME,ME-VI
350109149,4,MAT,,,0,ME,ME-VI
350109149,5,FIL,,,0,ME,ME-VI
350109151,1,TYPE,,,0,ME,ME-JO
350109151,2,DIA,,Millimeter,1,ME,ME-JO
350109151,3,DIM,,Millimeter,0,ME,ME-JO
350109151,4,MAT,,,0,ME,ME-JO
350109151,5,USG,,,0,ME,ME-JO
350109155,1,TYPE,,,0,ME,ME-JO
350109155,2,DIA,,Millimeter,1,ME,ME-JO
350109155,3,DIM,,Millimeter,0,ME,ME-JO
350109155,4,MAT,,,0,ME,ME-JO
350109155,5,USG,,,0,ME,ME-JO
350109160,1,TYPE,,,1,CS,CS-GC
350109160,2,GRA,,,0,CS,CS-GC
350109160,3,CND,,,0,CS,CS-GC
350109160,4,APP,,,0,CS,CS-GC
350109160,5,FAB,,,0,CS,CS-GC
350109168,1,TYPE,,,0,HY,HY-FL
350109168,2,DN,,,1,HY,HY-FL
350109168,3,LON,,Millimeter,0,HY,HY-FL
350109168,4,EMB,,,0,HY,HY-FL
350109168,5,PRE,,Bar,0,HY,HY-FL
350109170,1,TYPE,,,0,ME,ME-JO
350109170,2,DIA,,Millimeter,1,ME,ME-JO
350109170,3,DIM,,Millimeter,0,ME,ME-JO
350109170,4,MAT,,,0,ME,ME-JO
350109170,5,USG,,,0,ME,ME-JO
350109172,1,TYPE,,,0,ME,ME-JO
350109172,2,DIA,,Millimeter,1,ME,ME-JO
350109172,3,DIM,,Millimeter,0,ME,ME-JO
350109172,4,MAT,,,0,ME,ME-JO
350109172,5,USG,,,0,ME,ME-JO
350109173,1,TYPE,,,0,ME,ME-JO
350109173,2,DIA,,Millimeter,1,ME,ME-JO
350109173,3,DIM,,Millimeter,0,ME,ME-JO
350109173,4,MAT,,,0,ME,ME-JO
350109173,5,USG,,,0,ME,ME-JO
350109182,1,TYPE,,,0,ME,ME-JO
350109182,2,DIA,,Millimeter,1,ME,ME-JO
350109182,3,DIM,,Millimeter,0,ME,ME-JO
350109182,4,MAT,,,0,ME,ME-JO
350109182,5,USG,,,0,ME,ME-JO
350109184,1,TYPE,,,0,ME,ME-JO
350109184,2,DIA,,Millimeter,1,ME,ME-JO
350109184,3,DIM,,Millimeter,0,ME,ME-JO
350109184,4,MAT,,,0,ME,ME-JO
350109184,5,USG,,,0,ME,ME-JO
350109185,1,TCP,,,0,EE,EE-CP
350109185,2,SIG,,,1,EE,EE-CP
350109185,3,RAC,,,0,EE,EE-CP
350109185,4,ALIM,,,0,EE,EE-CP
350109185,5,PLG,,,0,EE,EE-CP
350109187,1,TDC,,,0,EL,EL-MO
350109187,2,PUI,,Kilowatt,1,EL,EL-MO
350109187,3,VIT,,,0,EL,EL-MO
350109187,4,FIX,,,0,EL,EL-MO
350109187,5,TEN,,,0,EL,EL-MO
350109193,1,FTT,,,1,ME,ME-VI
350109193,2,DIA,,Millimeter,0,ME,ME-VI
350109193,3,LON,,Millimeter,0,ME,ME-VI
350109193,4,MAT,,,0,ME,ME-VI
350109193,5,FIL,,,0,ME,ME-VI
350109206,1,TYPE,,,0,ME,ME-JO
350109206,2,DIA,,Millimeter,1,ME,ME-JO
350109206,3,DIM,,Millimeter,0,ME,ME-JO
350109206,4,MAT,,,0,ME,ME-JO
350109206,5,USG,,,0,ME,ME-JO
350109208,1,TYPE,,,0,ME,ME-JO
350109208,2,DIA,,Millimeter,1,ME,ME-JO
350109208,3,DIM,,Millimeter,0,ME,ME-JO
350109208,4,MAT,,,0,ME,ME-JO
350109208,5,USG,,,0,ME,ME-JO
350109209,1,TYPE,,,0,ME,ME-JO
350109209,2,DIA,,Millimeter,1,ME,ME-JO
350109209,3,DIM,,Millimeter,0,ME,ME-JO
350109209,4,MAT,,,0,ME,ME-JO
350109209,5,USG,,,0,ME,ME-JO
350109211,1,TYPE,,,0,ME,ME-JO
350109211,2,DIA,,Millimeter,1,ME,ME-JO
350109211,3,DIM,,Millimeter,0,ME,ME-JO
350109211,4,MAT,,,0,ME,ME-JO
350109211,5,USG,,,0,ME,ME-JO
350109212,1,TYPE,,,0,ME,ME-JO
350109212,2,DIA,,Millimeter,1,ME,ME-JO
350109212,3,DIM,,Millimeter,0,ME,ME-JO
350109212,4,MAT,,,0,ME,ME-JO
